,0,1
[ 0.11438248  0.39145103 -0.18150872 -0.7616149 ],0.0,0.9
[ 0.12221151  0.58854717 -0.19674101 -1.1054735 ],0.9,0.0
[ 0.13398245  0.3964785  -0.21885048 -0.8803977 ],0.0,0.0
[ 0.00866788 -0.02072865 -0.02603291  0.03232223],0.9,0.0
[ 0.0082533  -0.2154678  -0.02538647  0.31667915],0.0,0.9
[ 0.00394395 -0.01999362 -0.01905289  0.01609955],0.9,0.0
[ 0.00354407 -0.21483722 -0.01873089  0.30271068],0.0,0.9
[-0.00075267 -0.01945339 -0.01267668  0.00417981],0.9,0.0
[-0.00114174 -0.21439126 -0.01259308  0.29283628],0.9,0.0
[-0.00542956 -0.4093314  -0.00673636  0.5815211 ],0.0,0.9
[-0.01361619 -0.21411574  0.00489406  0.2867237 ],0.0,0.9
[-0.01789851 -0.01906392  0.01062854 -0.00441166],0.9,0.0
[-0.01827979 -0.21433668  0.0105403   0.29160565],0.0,0.9
[-0.02256652 -0.01936659  0.01637242  0.00226556],0.0,0.9
[-0.02295385  0.17551678  0.01641773 -0.28520703],0.9,0.0
[-0.01944352 -0.01983543  0.01071359  0.01260838],0.9,0.0
[-0.01984022 -0.21510938  0.01096576  0.30865222],0.9,0.0
[-0.02414241 -0.41038585  0.0171388   0.60477316],0.9,0.0
[-0.03235013 -0.6057432   0.02923426  0.9028048 ],0.9,0.0
[-0.04446499 -0.8012487   0.04729036  1.2045314 ],0.9,0.0
[-0.06048997 -0.99694896  0.07138099  1.5116518 ],0.0,0.9
[-0.08042895 -0.80276054  0.10161402  1.242079  ],0.9,0.0
[-0.09648415 -0.99902934  0.1264556   1.5647868 ],0.0,0.9
[-0.11646474 -0.80562544  0.15775134  1.3140763 ],0.0,0.9
[-0.13257726 -0.6128121   0.18403286  1.0746343 ],0.0,0.9
[-0.14483349 -0.4205352   0.20552555  0.84489   ],0.0,0.9
[-0.1532442  -0.2287209   0.22242334  0.623224  ],0.0,0.0
[ 0.02504678  0.02557787 -0.01436219 -0.04243094],0.0,0.9
[ 0.02555834  0.2209028  -0.01521081 -0.33961046],0.0,0.9
[ 0.0299764   0.41623783 -0.02200302 -0.6370509 ],0.0,0.9
[ 0.03830115  0.6116596  -0.03474404 -0.936581  ],0.0,0.9
[ 0.05053435  0.80723244 -0.05347566 -1.2399759 ],0.0,0.9
[ 0.06667899  1.0029987  -0.07827517 -1.5489199 ],0.9,0.0
[ 0.08673897  0.8088986  -0.10925358 -1.2816507 ],0.9,0.0
[ 0.10291694  0.61532474 -0.1348866  -1.0250777 ],0.0,0.9
[ 0.11522344  0.81195974 -0.15538815 -1.3568876 ],0.9,0.0
[ 0.13146263  0.6190906  -0.18252589 -1.11657   ],0.0,0.9
[ 0.14384444  0.8160768  -0.20485729 -1.4605061 ],0.0,0.9
[ 0.16016598  1.0130354  -0.23406741 -1.8095741 ],0.0,0.0
[ 0.03940909 -0.02681967 -0.01271155 -0.02404108],0.9,0.0
[ 0.0388727  -0.22175704 -0.01319237  0.26460427],0.0,0.9
[ 0.03443756 -0.0264493  -0.00790028 -0.03221029],0.9,0.0
[ 0.03390858 -0.22145708 -0.00854449  0.2579696 ],0.0,0.9
[ 0.02947943 -0.02621418 -0.0033851  -0.03739611],0.0,0.9
[ 0.02895515  0.16895615 -0.00413302 -0.33114514],0.0,0.9
[ 0.03233427  0.3641367  -0.01075592 -0.62512857],0.9,0.0
[ 0.03961701  0.16916652 -0.02325849 -0.3358524 ],0.9,0.0
[ 0.04300034 -0.02561684 -0.02997554 -0.05059378],0.9,0.0
[ 0.042488   -0.22029643 -0.03098742  0.23248294],0.9,0.0
[ 0.03808207 -0.41496223 -0.02633776  0.5152326 ],0.9,0.0
[ 0.02978283 -0.60970354 -0.01603311  0.7995009 ],0.0,0.9
[ 1.7588755e-02 -4.1436538e-01 -4.3087290e-05  5.0181776e-01],0.0,0.9
[ 0.00930145 -0.21924283  0.00999327  0.20912126],0.0,0.9
[ 0.00491659 -0.02426518  0.01417569 -0.08039264],0.0,0.9
[ 0.00443129  0.17065072  0.01256784 -0.36856958],0.0,0.9
[ 0.0078443   0.36559185  0.00519645 -0.65726334],0.0,0.9
[ 0.01515614  0.5606411  -0.00794882 -0.94830555],0.9,0.0
[ 0.02636896  0.36562705 -0.02691493 -0.65813065],0.0,0.9
[ 0.0336815   0.5611131  -0.04007754 -0.9591655 ],0.9,0.0
[ 0.04490376  0.3665522  -0.05926085 -0.67933816],0.0,0.9
[ 0.05223481  0.5624451  -0.07284761 -0.9900742 ],0.0,0.9
[ 0.06348371  0.7584625  -0.0926491  -1.3047187 ],0.9,0.0
[ 0.07865296  0.56462944 -0.11874347 -1.042416  ],0.0,0.9
[ 0.08994555  0.761111   -0.1395918  -1.3698916 ],0.9,0.0
[ 0.10516777  0.567984   -0.16698962 -1.1239258 ],0.0,0.9
[ 0.11652745  0.7648537  -0.18946815 -1.4639896 ],0.9,0.0
[ 0.13182452  0.5724899  -0.21874794 -1.2359785 ],0.0,0.0
[-0.03958531 -0.00076054 -0.03853975  0.03945437],0.9,0.0
[-0.03960053 -0.19530925 -0.03775066  0.31973284],0.9,0.0
[-0.04350671 -0.3898738  -0.031356    0.6002757 ],0.0,0.9
[-0.05130419 -0.19432753 -0.01935049  0.29788333],0.9,0.0
[-0.05519074 -0.38916838 -0.01339282  0.5844012 ],0.0,0.9
[-0.0629741  -0.19386141 -0.0017048   0.28752962],0.9,0.0
[-0.06685133 -0.388959    0.00404579  0.57967436],0.0,0.9
[-0.07463051 -0.19389398  0.01563928  0.28826872],0.9,0.0
[-0.07850839 -0.3892354   0.02140465  0.5858428 ],0.9,0.0
[-0.0862931  -0.5846505   0.03312151  0.8851908 ],0.9,0.0
[-0.09798611 -0.78020614  0.05082533  1.1880993 ],0.9,0.0
[-0.11359023 -0.9759488   0.07458732  1.4962703 ],0.9,0.0
[-0.13310921 -1.1718941   0.10451272  1.8112794 ],0.9,0.0
[-0.1565471  -1.368014    0.14073831  2.1345248 ],0.9,0.0
[-0.18390737 -1.5642217   0.18342881  2.4671671 ],0.0,0.9
[-0.21519181 -1.3710588   0.23277214  2.2359097 ],0.0,0.0
[-0.00077045 -0.03867903 -0.02173625  0.00827096],0.9,0.0
[-0.00154403 -0.23348261 -0.02157083  0.29401737],0.9,0.0
[-0.00621368 -0.4282905  -0.01569049  0.57981986],0.0,0.9
[-0.01477949 -0.23295222 -0.00409409  0.2822357 ],0.0,0.9
[-0.01943853 -0.03777211  0.00155063 -0.01173566],0.9,0.0
[-0.02019398 -0.23291627  0.00131591  0.28143612],0.9,0.0
[-0.0248523  -0.42805696  0.00694463  0.57453376],0.9,0.0
[-0.03341344 -0.6232756   0.01843531  0.8693963 ],0.0,0.9
[-0.04587895 -0.42840922  0.03582324  0.58256614],0.9,0.0
[-0.05444714 -0.62401426  0.04747456  0.8863152 ],0.9,0.0
[-0.06692743 -0.81974745  0.06520087  1.1935365 ],0.0,0.9
[-0.08332237 -0.6255277   0.08907159  0.92198133],0.9,0.0
[-0.09583292 -0.82173294  0.10751122  1.241275  ],0.9,0.0
[-0.11226758 -1.0180582   0.13233672  1.5656099 ],0.9,0.0
[-0.13262875 -1.2144902   0.16364892  1.8964752 ],0.0,0.9
[-0.15691856 -1.0214767   0.20157842  1.6587214 ],0.0,0.9
[-0.17734808 -0.82919455  0.23475285  1.4350019 ],0.0,0.0
[-0.03183439  0.04163054 -0.01103372 -0.02341747],0.9,0.0
[-0.03100177 -0.15333146 -0.01150207  0.26576388],0.0,0.9
[-0.03406841  0.04195276 -0.00618679 -0.0305246 ],0.0,0.9
[-0.03322935  0.23716287 -0.00679729 -0.32515308],0.0,0.9
[-0.02848609  0.43238094 -0.01330035 -0.6199718 ],0.0,0.9
[-0.01983847  0.6276861  -0.02569978 -0.91681385],0.9,0.0
[-0.00728475  0.4329209  -0.04403606 -0.6323174 ],0.9,0.0
[ 0.00137367  0.23844008 -0.05668241 -0.3538214 ],0.9,0.0
[ 0.00614247  0.04416801 -0.06375884 -0.079537  ],0.9,0.0
[ 0.00702583 -0.14998475 -0.06534958  0.19236799],0.0,0.9
[ 0.00402613  0.04600823 -0.06150222 -0.12019306],0.0,0.9
[ 0.0049463   0.24195497 -0.06390608 -0.43162772],0.9,0.0
[ 0.0097854   0.04779336 -0.07253864 -0.15975542],0.9,0.0
[ 0.01074127 -0.14621916 -0.07573374  0.1091904 ],0.9,0.0
[ 0.00781688 -0.34017876 -0.07354993  0.3770514 ],0.0,0.9
[ 0.00101331 -0.14409347 -0.0660089   0.06211446],0.9,0.0
[-0.00186856 -0.33820996 -0.06476662  0.33326253],0.9,0.0
[-0.00863276 -0.53235316 -0.05810136  0.6048387 ],0.0,0.9
[-0.01927982 -0.33646888 -0.04600459  0.2944359 ],0.0,0.9
[-0.0260092  -0.14072227 -0.04011587 -0.01239394],0.0,0.9
[-0.02882365  0.05495135 -0.04036375 -0.31745914],0.9,0.0
[-0.02772462 -0.13957314 -0.04671293 -0.03777378],0.9,0.0
[-0.03051608 -0.3339952  -0.04746841  0.23981255],0.0,0.9
[-0.03719599 -0.1382284  -0.04267216 -0.06745733],0.0,0.9
[-0.03996056  0.05747854 -0.0440213  -0.3732923 ],0.0,0.9
[-0.03881098  0.25319728 -0.05148715 -0.6795241 ],0.0,0.9
[-0.03374704  0.4489952  -0.06507763 -0.9879623 ],0.9,0.0
[-0.02476713  0.2548021  -0.08483688 -0.7164086 ],0.9,0.0
[-0.01967109  0.06095042 -0.09916505 -0.45158896],0.9,0.0
[-0.01845208 -0.13263953 -0.10819683 -0.19173743],0.0,0.9
[-0.02110487  0.06385051 -0.11203158 -0.51649684],0.0,0.9
[-0.01982787  0.26035693 -0.12236152 -0.8422771 ],0.9,0.0
[-0.01462073  0.06709857 -0.13920707 -0.5904415 ],0.0,0.9
[-0.01327875  0.26386684 -0.1510159  -0.92353356],0.9,0.0
[-0.00800142  0.07107201 -0.16948657 -0.6818628 ],0.0,0.9
[-0.00657998  0.26809168 -0.18312381 -1.0227487 ],0.0,0.9
[-1.2181430e-03  4.6511769e-01 -2.0357879e-01 -1.3668841e+00],0.9,0.0
[ 0.00808421  0.27304128 -0.23091647 -1.1441588 ],0.0,0.0
[ 0.0421441  -0.02394203  0.0007764  -0.02442966],0.0,0.9
[ 4.1665256e-02  1.7116877e-01  2.8781133e-04 -3.1686753e-01],0.9,0.0
[ 0.04508863 -0.02395727 -0.00604954 -0.02409384],0.9,0.0
[ 0.04460949 -0.21899195 -0.00653142  0.26667425],0.0,0.9
[ 0.04022965 -0.02377739 -0.00119793 -0.02806155],0.0,0.9
[ 0.0397541   0.17136171 -0.00175916 -0.3211222 ],0.9,0.0
[ 0.04318133 -0.02373514 -0.00818161 -0.02899456],0.0,0.9
[ 0.04270663  0.17150319 -0.0087615  -0.3242476 ],0.0,0.9
[ 0.0461367   0.36674878 -0.01524645 -0.6196806 ],0.0,0.9
[ 0.05347167  0.5620803  -0.02764006 -0.9171261 ],0.0,0.9
[ 0.06471328  0.75756484 -0.04598258 -1.2183661 ],0.0,0.9
[ 0.07986458  0.9532485  -0.07034991 -1.5250955 ],0.0,0.9
[ 0.09892955  1.1491457  -0.10085181 -1.8388803 ],0.9,0.0
[ 0.12191246  0.955272   -0.13762942 -1.5791476 ],0.0,0.9
[ 0.1410179   1.1517385  -0.16921237 -1.9113961 ],0.9,0.0
[ 0.16405267  0.95879745 -0.20744029 -1.6756293 ],0.9,0.0
[ 0.18322863  0.7665983  -0.24095288 -1.4540622 ],0.0,0.0
[ 0.00090197 -0.04176135 -0.03725415  0.01879207],0.9,0.0
[ 6.6739412e-05 -2.3632978e-01 -3.6878306e-02  2.9949203e-01],0.9,0.0
[-0.00465986 -0.4309072  -0.03088847  0.58031994],0.0,0.9
[-0.013278   -0.23536633 -0.01928207  0.27806878],0.9,0.0
[-0.01798533 -0.43020797 -0.01372069  0.56460834],0.0,0.9
[-0.02658949 -0.23489623 -0.00242853  0.26763454],0.9,0.0
[-0.03128741 -0.42998344  0.00292416  0.5595505 ],0.9,0.0
[-0.03988708 -0.6251463   0.01411518  0.8531533 ],0.9,0.0
[-0.05239001 -0.8204578   0.03117824  1.150241  ],0.0,0.9
[-0.06879916 -0.6257563   0.05418306  0.86749566],0.9,0.0
[-0.08131429 -0.821572    0.07153297  1.1767102 ],0.0,0.9
[-0.09774573 -0.62744844  0.09506718  0.9072823 ],0.9,0.0
[-0.1102947  -0.82372     0.11321282  1.2282679 ],0.0,0.9
[-0.1267691  -0.63022226  0.13777818  0.97309285],0.0,0.9
[-0.13937354 -0.4371909   0.15724003  0.7266684 ],0.0,0.9
[-0.14811736 -0.24455196  0.1717734   0.48731315],0.9,0.0
[-0.1530084  -0.4416283   0.18151967  0.82883054],0.0,0.9
[-0.16184096 -0.24939021  0.19809628  0.5982852 ],0.9,0.0
[-0.16682877 -0.44665164  0.21006198  0.94625074],0.0,0.0
[ 0.04299416  0.03496565 -0.03235046 -0.03305609],0.9,0.0
[ 0.04369347 -0.1596778  -0.03301159  0.24924695],0.0,0.9
[ 0.04049991  0.03589964 -0.02802665 -0.05366303],0.9,0.0
[ 0.04121791 -0.15880947 -0.02909991  0.23004718],0.0,0.9
[ 0.03804172  0.03671597 -0.02449896 -0.07167097],0.9,0.0
[ 0.03877604 -0.15804633 -0.02593238  0.21318285],0.0,0.9
[ 0.03561511  0.03743659 -0.02166872 -0.08756621],0.0,0.9
[ 0.03636384  0.23286232 -0.02342005 -0.3870061 ],0.9,0.0
[ 0.04102109  0.03808052 -0.03116017 -0.1017984 ],0.9,0.0
[ 0.0417827  -0.15658133 -0.03319614  0.18089302],0.0,0.9
[ 0.03865108  0.03899954 -0.02957828 -0.12207451],0.9,0.0
[ 0.03943107 -0.15568644 -0.03201977  0.16113196],0.0,0.9
[ 0.03631734  0.03987893 -0.02879713 -0.14147793],0.9,0.0
[ 0.03711491 -0.15481901 -0.03162669  0.14198272],0.0,0.9
[ 0.03401854  0.04074129 -0.02878703 -0.16050772],0.0,0.9
[ 0.03483336  0.23626328 -0.03199719 -0.46213144],0.0,0.9
[ 0.03955863  0.4318225  -0.04123982 -0.7647257 ],0.9,0.0
[ 0.04819508  0.23729199 -0.05653433 -0.48529905],0.9,0.0
[ 0.05294092  0.0430115  -0.06624031 -0.21095616],0.0,0.9
[ 0.05380115  0.23901494 -0.07045943 -0.52377695],0.9,0.0
[ 0.05858145  0.04495168 -0.08093497 -0.2541023 ],0.9,0.0
[ 0.05948048 -0.14892697 -0.08601702  0.01199482],0.9,0.0
[ 0.05650194 -0.34271675 -0.08577713  0.27634692],0.0,0.9
[ 0.0496476  -0.14648242 -0.08025018 -0.0421099 ],0.9,0.0
[ 0.04671795 -0.34036738 -0.08109238  0.22421332],0.9,0.0
[ 0.03991061 -0.53424233 -0.07660811  0.49025503],0.0,0.9
[ 0.02922576 -0.338128   -0.06680302  0.17444557],0.9,0.0
[ 0.0224632  -0.5322334  -0.0633141   0.44532883],0.0,0.9
[ 0.01181853 -0.33627555 -0.05440753  0.13337901],0.9,0.0
[ 0.00509302 -0.53057766 -0.05173995  0.40841296],0.0,0.9
[-0.00551853 -0.33476174 -0.04357169  0.09987741],0.0,0.9
[-0.01221377 -0.13904327 -0.04157414 -0.20622766],0.9,0.0
[-0.01499463 -0.33354682 -0.04569869  0.07305629],0.0,0.9
[-0.02166557 -0.13780053 -0.04423757 -0.23368736],0.9,0.0
[-0.02442158 -0.3322634  -0.04891131  0.04471998],0.0,0.9
[-0.03106685 -0.13647544 -0.04801692 -0.26298493],0.9,0.0
[-0.03379636 -0.33088028 -0.05327661  0.01417469],0.9,0.0
[-0.04041396 -0.5251993  -0.05299312  0.28958374],0.9,0.0
[-0.05091795 -0.7195271  -0.04720144  0.5650936 ],0.0,0.9
[-0.06530849 -0.5237758  -0.03589957  0.2579216 ],0.9,0.0
[-0.07578401 -0.71836734 -0.03074114  0.53906864],0.9,0.0
[-0.09015135 -0.913044   -0.01995977  0.82190907],0.0,0.9
[-0.10841224 -0.7176547  -0.00352159  0.5230158 ],0.9,0.0
[-0.12276533 -0.9127269   0.00693873  0.81458694],0.0,0.9
[-0.14101987 -0.71770066  0.02323047  0.5240946 ],0.0,0.9
[-0.15537389 -0.5229132   0.03371236  0.23882137],0.0,0.9
[-0.16583215 -0.32828867  0.03848878 -0.04303999],0.0,0.9
[-0.17239791 -0.13373917  0.03762798 -0.3233352 ],0.9,0.0
[-0.1750727  -0.32937616  0.03116128 -0.01902743],0.9,0.0
[-0.18166022 -0.52493083  0.03078073  0.2833221 ],0.0,0.9
[-0.19215883 -0.3302611   0.03644717  0.00050395],0.9,0.0
[-0.19876406 -0.5258863   0.03645725  0.30445996],0.0,0.9
[-0.20928179 -0.33130234  0.04254645  0.02349404],0.9,0.0
[-0.21590784 -0.5270078   0.04301633  0.32929146],0.0,0.9
[-0.226448   -0.3325238   0.04960216  0.05047819],0.0,0.9
[-0.23309846 -0.13814689  0.05061173 -0.22615151],0.9,0.0
[-0.2358614  -0.33395424  0.0460887   0.08205693],0.9,0.0
[-0.2425405  -0.5297055   0.04772983  0.38891736],0.0,0.9
[-0.2531346  -0.3352924   0.05550818  0.111657  ],0.9,0.0
[-0.25984046 -0.531164    0.05774132  0.4213229 ],0.9,0.0
[-0.27046373 -0.7270545   0.06616778  0.73163545],0.9,0.0
[-0.28500482 -0.92302537  0.08080049  1.0443877 ],0.0,0.9
[-0.30346534 -0.72906375  0.10168824  0.778124  ],0.9,0.0
[-0.3180466  -0.925426    0.11725072  1.1009907 ],0.9,0.0
[-0.33655512 -1.1218791   0.13927053  1.4280398 ],0.0,0.9
[-0.3589927  -0.92872494  0.16783133  1.1819271 ],0.0,0.9
[-0.3775672  -0.73613054  0.19146988  0.9462058 ],0.9,0.0
[-0.39228982 -0.9332433   0.21039398  1.2924205 ],0.0,0.0
[ 0.01233867 -0.01911583 -0.03677977  0.0448733 ],0.9,0.0
[ 0.01195636 -0.2136916  -0.0358823   0.32572874],0.0,0.9
[ 0.00768252 -0.01807762 -0.02936773  0.02194953],0.0,0.9
[ 0.00732097  0.1774529  -0.02892874 -0.2798527 ],0.9,0.0
[ 0.01087003 -0.01724468 -0.03452579  0.00356766],0.9,0.0
[ 0.01052514 -0.2118549  -0.03445444  0.28516045],0.9,0.0
[ 0.00628804 -0.40646896 -0.02875123  0.5667807 ],0.0,0.9
[-0.00184134 -0.21095572 -0.01741561  0.26518035],0.9,0.0
[-0.00606046 -0.40582484 -0.01211201  0.55231977],0.9,0.0
[-0.01417695 -0.6007746  -0.00106561  0.84116215],0.0,0.9
[-0.02619245 -0.40563813  0.01575763  0.5481443 ],0.0,0.9
[-0.03430521 -0.21074106  0.02672052  0.2604675 ],0.9,0.0
[-0.03852003 -0.40623406  0.03192987  0.5614572 ],0.0,0.9
[-0.04664471 -0.2115744   0.04315901  0.27900237],0.9,0.0
[-0.0508762  -0.40728462  0.04873906  0.5849791 ],0.0,0.9
[-0.05902189 -0.21287805  0.06043864  0.3080392 ],0.0,0.9
[-0.06327945 -0.01866703  0.06659943  0.0350127 ],0.0,0.9
[-0.06365279  0.17543979  0.06729968 -0.23593628],0.9,0.0
[-0.060144   -0.02057591  0.06258095  0.07719284],0.9,0.0
[-0.06055551 -0.21653658  0.06412481  0.38894522],0.0,0.9
[-0.06488625 -0.02238063  0.07190371  0.11714965],0.0,0.9
[-0.06533386  0.17164135  0.07424671 -0.15200983],0.9,0.0
[-0.06190103 -0.02446087  0.07120651  0.16314158],0.9,0.0
[-0.06239025 -0.22052611  0.07446934  0.4774112 ],0.0,0.9
[-0.06680077 -0.02653024  0.08401757  0.20909767],0.9,0.0
[-0.06733137 -0.22274677  0.08819952  0.5270564 ],0.0,0.9
[-0.07178631 -0.02896933  0.09874064  0.2634171 ],0.0,0.9
[-0.0723657   0.16461474  0.10400899  0.00343798],0.0,0.9
[-0.0690734   0.3581032   0.10407775 -0.25470272],0.0,0.9
[-0.06191134  0.55159706  0.0989837  -0.5128293 ],0.9,0.0
[-0.0508794   0.35523042  0.08872711 -0.19066747],0.0,0.9
[-0.04377479  0.5489784   0.08491376 -0.45409465],0.9,0.0
[-0.03279522  0.35276484  0.07583187 -0.1359001 ],0.9,0.0
[-0.02573992  0.15664324  0.07311387  0.17971008],0.0,0.9
[-0.02260706  0.3506469   0.07670807 -0.08904166],0.0,0.9
[-0.01559412  0.54459035  0.07492723 -0.35657123],0.9,0.0
[-0.00470231  0.34848753  0.06779581 -0.04123434],0.0,0.9
[ 0.00226744  0.5425751   0.06697112 -0.3117802 ],0.9,0.0
[0.01311894 0.34656614 0.06073552 0.00124895],0.9,0.0
[0.02005026 0.1506281  0.0607605  0.31245935],0.0,0.9
[0.02306282 0.34483418 0.06700969 0.03954038],0.0,0.9
[ 0.02995951  0.5389344   0.06780049 -0.23127043],0.9,0.0
[0.0407382  0.34291247 0.06317508 0.08200502],0.9,0.0
[0.04759644 0.14694446 0.06481519 0.39393175],0.0,0.9
[0.05053533 0.3410897  0.07269382 0.12236773],0.9,0.0
[0.05735713 0.14500561 0.07514118 0.43707022],0.9,0.0
[ 0.06025724 -0.05109507  0.08388258  0.7524619 ],0.0,0.9
[0.05923534 0.14277622 0.09893182 0.48731005],0.0,0.9
[0.06209086 0.33637327 0.10867802 0.22737297],0.0,0.9
[ 0.06881833  0.52978784  0.11322547 -0.02914879],0.0,0.9
[ 0.07941408  0.7231193   0.1126425  -0.28407192],0.9,0.0
[0.09387647 0.5265861  0.10696106 0.04190657],0.9,0.0
[0.10440819 0.33010587 0.10779919 0.36632922],0.9,0.0
[0.11101031 0.13363038 0.11512578 0.6909634 ],0.9,0.0
[ 0.11368292 -0.06288485  0.12894505  1.0175571 ],0.9,0.0
[ 0.11242522 -0.2594679   0.1492962   1.3477886 ],0.0,0.9
[ 0.10723586 -0.06650417  0.17625196  1.105293  ],0.0,0.9
[0.10590578 0.12591821 0.19835782 0.8726812 ],0.0,0.9
[0.10842414 0.31787044 0.21581145 0.6483342 ],0.0,0.0
[-0.04335522  0.00369957 -0.0085031  -0.01327897],0.0,0.9
[-0.04328122  0.19894242 -0.00876868 -0.30863255],0.0,0.9
[-0.03930238  0.39418823 -0.01494134 -0.6040679 ],0.0,0.9
[-0.03141861  0.5895159  -0.0270227  -0.90141934],0.9,0.0
[-0.01962829  0.3947703  -0.04505108 -0.6173513 ],0.0,0.9
[-0.01173289  0.59049165 -0.05739811 -0.92387605],0.0,0.9
[ 7.6946999e-05  7.8634006e-01 -7.5875625e-02 -1.2340306e+00],0.0,0.9
[ 0.01580375  0.982351   -0.10055624 -1.5494871 ],0.0,0.9
[ 0.03545077  1.1785256  -0.13154598 -1.8717762 ],0.0,0.9
[ 0.05902128  1.3748169  -0.1689815  -2.2022326 ],0.0,0.9
[ 0.08651762  1.5711144  -0.21302615 -2.5419292 ],0.0,0.0
[ 0.00288647  0.04963319 -0.04063614 -0.02416021],0.0,0.9
[ 0.00387914  0.24531363 -0.04111934 -0.3293823 ],0.9,0.0
[ 0.00878541  0.05080043 -0.04770699 -0.0499448 ],0.9,0.0
[ 0.00980142 -0.14360614 -0.04870588  0.22731274],0.9,0.0
[ 0.00692929 -0.33799943 -0.04415963  0.504243  ],0.9,0.0
[ 1.6930509e-04 -5.3247207e-01 -3.4074768e-02  7.8268892e-01],0.9,0.0
[-0.01048014 -0.72710955 -0.01842099  1.0644596 ],0.9,0.0
[-0.02502233 -0.92198294  0.0028682   1.3513045 ],0.9,0.0
[-0.04346199 -1.1171408   0.02989429  1.6448834 ],0.9,0.0
[-0.0658048  -1.3125995   0.06279197  1.9467281 ],0.0,0.9
[-0.0920568  -1.1181997   0.10172652  1.6741519 ],0.9,0.0
[-0.11442079 -1.3143449   0.13520956  1.9967046 ],0.9,0.0
[-0.14070769 -1.5105971   0.17514366  2.3280268 ],0.9,0.0
[-0.17091963 -1.7068225   0.22170419  2.6690915 ],0.0,0.0
[-0.00275992 -0.02584461  0.02519831 -0.03230788],0.9,0.0
[-0.00327681 -0.22131868  0.02455216  0.26821765],0.0,0.9
[-0.00770318 -0.02655557  0.02991651 -0.01662135],0.0,0.9
[-0.00823429  0.16812485  0.02958408 -0.29971716],0.0,0.9
[-0.00487179  0.3628129   0.02358974 -0.582925  ],0.0,0.9
[ 0.00238446  0.55759656  0.01193124 -0.86808443],0.0,0.9
[ 0.01353639  0.7525542  -0.00543045 -1.1569923 ],0.0,0.9
[ 0.02858748  0.94774646 -0.02857029 -1.451373  ],0.9,0.0
[ 0.04754241  0.75298697 -0.05759776 -1.1677516 ],0.0,0.9
[ 0.06260215  0.948809   -0.08095279 -1.477922  ],0.0,0.9
[ 0.08157833  1.1448208  -0.11051123 -1.7947508 ],0.0,0.9
[ 0.10447475  1.3409936  -0.14640625 -2.1196392 ],0.9,0.0
[ 0.13129461  1.1476032  -0.18879902 -1.8755468 ],0.0,0.9
[ 0.15424667  1.344218   -0.22630996 -2.2204063 ],0.0,0.0
[0.01168554 0.04028777 0.0173486  0.04273698],0.9,0.0
[ 0.0124913  -0.1550786   0.01820334  0.34084266],0.9,0.0
[ 0.00938973 -0.35045475  0.0250202   0.63920987],0.9,0.0
[ 0.00238063 -0.54591644  0.03780439  0.9396658 ],0.0,0.9
[-0.0085377  -0.35132396  0.05659771  0.65909743],0.9,0.0
[-0.01556418 -0.547186    0.06977966  0.96905094],0.0,0.9
[-0.0265079  -0.35306674  0.08916067  0.6990792 ],0.0,0.9
[-0.03356923 -0.1592867   0.10314226  0.43574226],0.0,0.9
[-0.03675497  0.03423548  0.11185711  0.17727178],0.9,0.0
[-0.03607026 -0.16229472  0.11540254  0.5030422 ],0.9,0.0
[-0.03931615 -0.35883793  0.12546338  0.82974917],0.9,0.0
[-0.04649291 -0.5554311   0.14205837  1.1591105 ],0.9,0.0
[-0.05760153 -0.7520891   0.16524059  1.4927509 ],0.9,0.0
[-0.07264331 -0.9487909   0.1950956   1.8321445 ],0.9,0.0
[-0.09161913 -1.1454647   0.2317385   2.1785536 ],0.0,0.0
[ 0.04978527 -0.00429426  0.00183199 -0.00922996],0.0,0.9
[ 0.04969938  0.19080137  0.00164739 -0.30133432],0.0,0.9
[ 0.05351541  0.3858998  -0.00437929 -0.5934972 ],0.9,0.0
[ 0.06123341  0.19083942 -0.01624924 -0.30219698],0.9,0.0
[ 0.06505019 -0.00404721 -0.02229318 -0.01468268],0.0,0.9
[ 0.06496925  0.19138724 -0.02258683 -0.31431517],0.9,0.0
[ 0.06879699 -0.0034058  -0.02887314 -0.0288401 ],0.0,0.9
[ 0.06872888  0.19211805 -0.02944994 -0.33049116],0.0,0.9
[ 0.07257124  0.3876466  -0.03605976 -0.6323138 ],0.9,0.0
[ 0.08032417  0.19304577 -0.04870604 -0.35120162],0.9,0.0
[ 0.08418509 -0.00135091 -0.05573007 -0.07426632],0.0,0.9
[ 0.08415807  0.19452387 -0.0572154  -0.3839985 ],0.0,0.9
[ 0.08804855  0.3904095  -0.06489537 -0.69415826],0.9,0.0
[ 0.09585673  0.19624488 -0.07877853 -0.4225903 ],0.9,0.0
[ 0.09978163  0.00232223 -0.08723034 -0.15574539],0.9,0.0
[ 0.09982808 -0.1914495  -0.09034524  0.10819387],0.9,0.0
[ 0.09599909 -0.38516846 -0.08818137  0.37106183],0.0,0.9
[ 0.08829572 -0.1889116  -0.08076013  0.05192865],0.0,0.9
[ 0.08451749  0.0072699  -0.07972156 -0.26510215],0.0,0.9
[ 0.08466288  0.20343386 -0.0850236  -0.58182687],0.0,0.9
[ 0.08873156  0.39963773 -0.09666014 -0.90003633],0.9,0.0
[ 0.09672432  0.20594913 -0.11466087 -0.6392335 ],0.0,0.9
[ 0.1008433   0.40246728 -0.12744553 -0.9657116 ],0.0,0.9
