,0,1
[ 0.01567007  0.17975508  0.04255865 -0.2587926 ],0.0,0.1
[ 0.01926518  0.37424442  0.0373828  -0.537754  ],0.0,0.1
[ 0.02675007  0.56882143  0.02662772 -0.81842756],0.1,0.0
[ 0.03812649  0.37334532  0.01025917 -0.51748973],0.1,0.0
[ 4.5593400e-02  1.7808041e-01 -9.0628404e-05 -2.2159168e-01],0.1,0.0
[ 0.04915501 -0.01704024 -0.00452246  0.07106266],0.1,0.0
[ 0.0488142  -0.21209706 -0.00310121  0.3623153 ],0.1,0.0
[ 0.04457226 -0.4071748   0.0041451   0.65401876],0.1,0.0
[ 0.03642876 -0.6023542   0.01722547  0.948004  ],0.0,0.1
[ 0.02438168 -0.40746838  0.03618555  0.6607827 ],0.0,0.1
[ 0.01623231 -0.21286817  0.04940121  0.37970966],0.0,0.1
[ 0.01197495 -0.01848128  0.0569954   0.10300311],0.0,0.1
[ 0.01160533  0.1757795   0.05905546 -0.17116733],0.1,0.0
[ 0.01512092 -0.0201358   0.05563211  0.13954553],0.1,0.0
[ 0.0147182  -0.21600857  0.05842303  0.44924757],0.0,0.1
[ 0.01039803 -0.02175956  0.06740798  0.17553777],0.1,0.0
[ 0.00996284 -0.21777822  0.07091873  0.48870093],0.1,0.0
[ 0.00560727 -0.4138253   0.08069275  0.802865  ],0.1,0.0
[-0.00266923 -0.60995555  0.09675005  1.119801  ],0.1,0.0
[-0.01486835 -0.8062042   0.11914607  1.4411975 ],0.1,0.0
[-0.03099243 -1.0025749   0.14797002  1.7686114 ],0.1,0.0
[-0.05104393 -1.1990258   0.18334225  2.1034122 ],0.0,0.1
[-0.07502444 -1.0061568   0.22541049  1.8725587 ],0.0,0.0
[-0.00052926  0.00419399  0.04221895 -0.0490003 ],0.1,0.0
[-0.00044538 -0.19150712  0.04123894  0.25669846],0.0,0.1
[-0.00427552  0.00300254  0.04637291 -0.02269715],0.1,0.0
[-0.00421547 -0.19275272  0.04591896  0.2842488 ],0.1,0.0
[-0.00807052 -0.38849849  0.05160394  0.59105337],0.1,0.0
[-0.01584049 -0.5843035   0.063425    0.89953476],0.0,0.1
[-0.02752656 -0.39009577  0.08141571  0.6274434 ],0.0,0.1
[-0.03532848 -0.1961989   0.09396457  0.3614712 ],0.1,0.0
[-0.03925246 -0.3925221   0.10119399  0.68224186],0.0,0.1
[-0.0471029  -0.1989402   0.11483883  0.42305478],0.1,0.0
[-0.0510817  -0.39548582  0.12329993  0.7496198 ],0.1,0.0
[-0.05899142 -0.5920732   0.13829233  1.0784206 ],0.1,0.0
[-0.07083288 -0.7887234   0.15986073  1.4111083 ],0.1,0.0
[-0.08660735 -0.98542523  0.1880829   1.749198  ],0.0,0.1
[-0.10631585 -0.79287195  0.22306687  1.5204326 ],0.0,0.0
[0.02780145 0.03342553 0.0118054  0.00174134],0.0,0.1
[ 0.02846996  0.22837621  0.01184023 -0.2871936 ],0.0,0.1
[ 0.03303749  0.42332733  0.00609636 -0.5761188 ],0.1,0.0
[ 0.04150404  0.22812045 -0.00542602 -0.28152162],0.1,0.0
[ 0.04606644  0.03307631 -0.01105645  0.00944503],0.1,0.0
[ 0.04672797 -0.16188535 -0.01086755  0.29861912],0.1,0.0
[ 0.04349026 -0.3568507  -0.00489517  0.5878549 ],0.0,0.1
[ 0.03635325 -0.16166055  0.00686193  0.293634  ],0.0,0.1
[0.03312004 0.0333629  0.01273461 0.00312309],0.0,0.1
[ 0.0337873   0.22829992  0.01279707 -0.28551486],0.1,0.0
[0.03835329 0.03299782 0.00708677 0.01117654],0.1,0.0
[ 0.03901325 -0.16222505  0.0073103   0.306087  ],0.1,0.0
[ 0.03576875 -0.3574504   0.01343204  0.6010664 ],0.1,0.0
[ 0.02861974 -0.5527577   0.02545337  0.89794976],0.1,0.0
[ 0.01756459 -0.7482152   0.04341237  1.1985235 ],0.0,0.1
[ 0.00260028 -0.5536811   0.06738283  0.91975653],0.1,0.0
[-0.00847334 -0.7496459   0.08577797  1.2328322 ],0.1,0.0
[-0.02346625 -0.9457596   0.11043461  1.5511091 ],0.0,0.1
[-0.04238145 -0.75212204  0.1414568   1.2948239 ],0.1,0.0
[-0.05742389 -0.94872916  0.16735327  1.6282387 ],0.1,0.0
[-0.07639847 -1.1453766   0.19991805  1.9680612 ],0.1,0.0
[-0.099306   -1.3419721   0.23927927  2.3154664 ],0.0,0.0
[ 0.00941043 -0.02219005  0.00650681 -0.00332272],0.0,0.1
[ 0.00896663  0.17283797  0.00644036 -0.29394558],0.0,0.1
[ 1.2423385e-02  3.6786753e-01  5.6144776e-04 -5.8459038e-01],0.0,0.1
[ 0.01978073  0.5629816  -0.01113036 -0.8770964 ],0.1,0.0
[ 0.03104037  0.36801267 -0.02867229 -0.58793336],0.1,0.0
[ 0.03840062  0.17330374 -0.04043096 -0.30441853],0.0,0.1
[ 0.0418667   0.36897784 -0.04651932 -0.6095733 ],0.1,0.0
[ 0.04924625  0.174536   -0.05871079 -0.3318978 ],0.0,0.1
[ 0.05273697  0.37044236 -0.06534874 -0.64250207],0.0,0.1
[ 0.06014582  0.5664114  -0.07819879 -0.95502704],0.1,0.0
[ 0.07147405  0.37242347 -0.09729933 -0.68790144],0.0,0.1
[ 0.07892252  0.56875163 -0.11105736 -1.0095617 ],0.0,0.1
[ 0.09029755  0.7651665  -0.1312486  -1.3349527 ],0.0,0.1
[ 0.10560088  0.9616754  -0.15794764 -1.6656573 ],0.1,0.0
[ 0.12483439  0.7687048  -0.19126078 -1.4260482 ],0.1,0.0
[ 0.14020848  0.5763907  -0.21978176 -1.1987257 ],0.0,0.0
[ 0.01380587 -0.04814148  0.01605365 -0.02157706],0.0,0.1
[ 0.01284304  0.14674662  0.01562211 -0.30915195],0.0,0.1
[ 0.01577797  0.34164253  0.00943907 -0.59686744],0.0,0.1
[ 0.02261082  0.5366311  -0.00249828 -0.8865623 ],0.0,0.1
[ 0.03334344  0.7317869  -0.02022952 -1.1800295 ],0.1,0.0
[ 0.04797918  0.53693336 -0.04383011 -0.89375603],0.0,0.1
[ 0.05871785  0.73262143 -0.06170524 -1.1998882 ],0.0,0.1
[ 0.07337028  0.928485   -0.085703   -1.5112542 ],0.0,0.1
[ 0.09193998  1.1245342  -0.11592808 -1.8294146 ],0.0,0.1
[ 0.11443066  1.3207341  -0.15251638 -2.1557457 ],0.1,0.0
[ 0.14084534  1.1274034  -0.19563128 -1.913782  ],0.0,0.1
[ 0.16339341  1.3240218  -0.23390692 -2.2602334 ],0.0,0.0
[-0.00255794  0.03944484 -0.01043994  0.0318925 ],0.0,0.1
[-0.00176904  0.23471494 -0.00980209 -0.26406598],0.1,0.0
[ 0.00292526  0.03973426 -0.01508341  0.02550923],0.0,0.1
[ 0.00371994  0.23506923 -0.01457322 -0.27189425],0.0,0.1
[ 0.00842133  0.43039608 -0.02001111 -0.56913775],0.1,0.0
[ 0.01702925  0.23556042 -0.03139386 -0.28282568],0.1,0.0
[ 0.02174046  0.04089998 -0.03705038 -0.00020719],0.0,0.1
[ 0.02255846  0.23653316 -0.03705452 -0.3043459 ],0.0,0.1
[ 0.02728912  0.43216306 -0.04314144 -0.6084808 ],0.0,0.1
[ 0.03593238  0.6278607  -0.05531105 -0.9144339 ],0.0,0.1
[ 0.04848959  0.8236854  -0.07359973 -1.2239748 ],0.0,0.1
[ 0.0649633   1.0196741  -0.09807923 -1.5387807 ],0.0,0.1
[ 0.08535679  1.2158297  -0.12885484 -1.8603894 ],0.1,0.0
[ 0.10967338  1.0223353  -0.16606264 -1.6103324 ],0.1,0.0
[ 0.13012008  0.8295187  -0.19826928 -1.3736846 ],0.1,0.0
[ 0.14671046  0.6373492  -0.22574297 -1.1489875 ],0.0,0.0
[-0.01015609  0.01018859  0.02550508  0.03959282],0.1,0.0
[-0.00995232 -0.18528964  0.02629694  0.3402125 ],0.1,0.0
[-0.01365811 -0.3807757   0.03310119  0.6410706 ],0.1,0.0
[-0.02127362 -0.57634306  0.0459226   0.94399095],0.1,0.0
[-0.03280048 -0.7720526   0.06480242  1.2507422 ],0.0,0.1
[-0.04824154 -0.5778182   0.08981726  0.97904074],0.0,0.1
[-0.0597979  -0.38400763  0.10939808  0.7158675 ],0.0,0.1
[-0.06747805 -0.19055627  0.12371543  0.4595241 ],0.0,0.1
[-0.07128917  0.00261964  0.13290592  0.2082545 ],0.0,0.1
[-0.07123678  0.19561553  0.137071   -0.03972687],0.0,0.1
[-0.06732447  0.38853285  0.13627647 -0.28621587],0.1,0.0
[-0.05955382  0.19175722  0.13055214  0.04615246],0.1,0.0
[-0.05571867 -0.00497163  0.1314752   0.3770079 ],0.0,0.1
[-0.05581811  0.18806186  0.13901536  0.12849906],0.1,0.0
[-0.05205687 -0.00874944  0.14158534  0.46160704],0.0,0.1
[-0.05223186  0.18411732  0.15081748  0.21668892],0.0,0.1
[-0.04854951  0.3767976   0.15515126 -0.02487827],0.0,0.1
[-0.04101356  0.5693936   0.1546537  -0.2648704 ],0.0,0.1
[-0.02962569  0.7620089   0.14935629 -0.5050579 ],0.1,0.0
[-0.01438551  0.5651327   0.13925512 -0.1692836 ],0.0,0.1
[-0.00308286  0.75801516  0.13586946 -0.4149978 ],0.1,0.0
[ 0.01207745  0.56125546  0.1275695  -0.08275541],0.1,0.0
[0.02330256 0.36455756 0.1259144  0.24729769],0.0,0.1
[ 0.03059371  0.5576774   0.13086034 -0.00316764],0.1,0.0
[0.04174725 0.36094514 0.13079698 0.32777083],0.0,0.1
[0.04896616 0.553986   0.1373524  0.07902768],0.1,0.0
[0.06004588 0.3571897  0.13893296 0.41169676],0.1,0.0
[0.06718967 0.16039982 0.1471669  0.7447522 ],0.1,0.0
[ 0.07039767 -0.03641337  0.16206194  1.0798919 ],0.0,0.1
[0.0696694  0.15624143 0.18365978 0.8421343 ],0.1,0.0
[ 0.07279423 -0.04084828  0.20050247  1.1864898 ],0.1,0.0
[ 0.07197727 -0.23792377  0.22423226  1.5347344 ],0.0,0.0
[-0.00979884 -0.00150625 -0.03452959  0.02293457],0.0,0.1
[-0.00982896  0.19409344 -0.0340709  -0.28043976],0.1,0.0
[-0.00594709 -0.00052635 -0.03967969  0.00130561],0.0,0.1
[-0.00595762  0.19514154 -0.03965358 -0.30362797],0.0,0.1
[-0.00205479  0.3908055  -0.04572614 -0.60854834],0.0,0.1
[ 0.00576132  0.5865359  -0.05789711 -0.9152758 ],0.1,0.0
[ 0.01749204  0.39224273 -0.07620262 -0.6413366 ],0.0,0.1
[ 0.0253369   0.5883396  -0.08902936 -0.9570102 ],0.1,0.0
[ 0.03710369  0.3945204  -0.10816956 -0.6935729 ],0.1,0.0
[ 0.04499409  0.20105201 -0.12204102 -0.43680632],0.1,0.0
[ 0.04901513  0.00784982 -0.13077715 -0.18494959],0.1,0.0
[ 0.04917213 -0.18518206 -0.13447614  0.06378677],0.1,0.0
[ 0.04546849 -0.37814534 -0.1332004   0.31120154],0.0,0.1
[ 0.03790558 -0.18140207 -0.12697637 -0.02034442],0.1,0.0
[ 0.03427754 -0.37449598 -0.12738326  0.22973382],0.1,0.0
[ 0.02678762 -0.5675893  -0.12278859  0.47967756],0.0,0.1
[ 0.01543584 -0.37096733 -0.11319503  0.15095599],0.0,0.1
[ 0.00801649 -0.17442183 -0.11017592 -0.17518383],0.1,0.0
[ 0.00452805 -0.36780867 -0.11367959  0.08081139],0.1,0.0
[-0.00282812 -0.561133   -0.11206336  0.3355763 ],0.0,0.1
[-0.01405078 -0.36460945 -0.10535184  0.00976228],0.0,0.1
[-0.02134297 -0.16814671 -0.10515659 -0.31421408],0.0,0.1
[-0.0247059   0.02830377 -0.11144087 -0.6381211 ],0.1,0.0
[-0.02413983 -0.16510232 -0.12420329 -0.38250744],0.0,0.1
[-0.02744187  0.03154412 -0.13185345 -0.7116268 ],0.1,0.0
[-0.02681099 -0.16152947 -0.14608598 -0.46318296],0.0,0.1
[-0.03004158  0.03532221 -0.15534964 -0.798112  ],0.0,0.1
[-0.02933514  0.2321954  -0.17131189 -1.1353549 ],0.0,0.1
[-0.02469123  0.42909336 -0.19401897 -1.4764981 ],0.1,0.0
[-0.01610936  0.23679759 -0.22354893 -1.2501508 ],0.0,0.0
[-0.04549704 -0.00080249  0.00429224 -0.02722921],0.0,0.1
[-0.04551309  0.19425765  0.00374766 -0.3185548 ],0.1,0.0
[-0.04162794 -0.00091748 -0.00262344 -0.02469236],0.1,0.0
[-0.04164629 -0.19600171 -0.00311728  0.2671617 ],0.1,0.0
[-0.04556632 -0.39107904  0.00222595  0.55885977],0.1,0.0
[-0.05338791 -0.5862322   0.01340315  0.8522432 ],0.0,0.1
[-0.06511255 -0.39129546  0.03044801  0.5638048 ],0.1,0.0
[-0.07293846 -0.5868311   0.0417241   0.8659227 ],0.1,0.0
[-0.08467508 -0.7824953   0.05904256  1.1714269 ],0.1,0.0
[-0.10032499 -0.9783332   0.0824711   1.4820203 ],0.0,0.1
[-0.11989165 -0.78430843  0.1121115   1.2161913 ],0.0,0.1
[-0.13557783 -0.5907967   0.13643533  0.96063775],0.0,0.1
[-0.14739375 -0.3977461   0.15564808  0.71374047],0.1,0.0
[-0.15534867 -0.59464115  0.16992289  1.0510887 ],0.0,0.1
[-0.1672415  -0.40213004  0.19094466  0.81619817],0.1,0.0
[-0.1752841  -0.5992814   0.20726863  1.1623477 ],0.0,0.1
[-0.18726973 -0.40737098  0.23051558  0.941145  ],0.0,0.0
[-0.0019062   0.01594148  0.02718142 -0.00383609],0.0,0.1
[-0.00158737  0.21066327  0.02710469 -0.28782055],0.1,0.0
[0.00262589 0.01516549 0.02134828 0.01328623],0.0,0.1
[ 0.0029292   0.20997487  0.02161401 -0.27258536],0.1,0.0
[0.0071287  0.01455129 0.0161623  0.02683558],0.0,0.1
[ 0.00741972  0.20943777  0.01669901 -0.26070446],0.1,0.0
[0.01160848 0.01408148 0.01148492 0.03719842],0.0,0.1
[ 0.01189011  0.20903687  0.01222889 -0.2518389 ],0.1,0.0
[0.01607085 0.01374245 0.00719211 0.04467605],0.1,0.0
[ 0.0163457  -0.1814819   0.00808564  0.33961946],0.0,0.1
[0.01271606 0.01352408 0.01487802 0.0494972 ],0.0,0.1
[ 0.01298654  0.20842957  0.01586797 -0.2384547 ],0.1,0.0
[0.01715513 0.01308456 0.01109887 0.05919091],0.1,0.0
[ 0.01741682 -0.18219475  0.01228269  0.35535485],0.0,0.1
[0.01377293 0.01275043 0.01938979 0.06657015],0.0,0.1
[ 0.01402794  0.20758909  0.02072119 -0.21993268],0.1,0.0
[0.01817972 0.01217717 0.01632254 0.07921388],0.0,0.1
[ 0.01842326  0.20706138  0.01790682 -0.20827487],0.0,0.1
[ 0.02256449  0.40192276  0.01374132 -0.49525577],0.1,0.0
[ 0.03060294  0.20660976  0.0038362  -0.19827409],0.1,0.0
[ 0.03473514  0.01143314 -0.00012928  0.09561651],0.1,0.0
[ 0.0349638  -0.18368696  0.00178305  0.38825864],0.1,0.0
[ 0.03129006 -0.37883416  0.00954823  0.68150324],0.0,0.1
[ 0.02371338 -0.18384612  0.02317829  0.39184162],0.0,0.1
[0.02003646 0.01093935 0.03101512 0.10655569],0.1,0.0
[ 0.02025524 -0.18461302  0.03314624  0.40886015],0.1,0.0
[ 0.01656298 -0.38018885  0.04132344  0.711806  ],0.1,0.0
[ 0.00895921 -0.57585794  0.05555956  1.0172046 ],0.1,0.0
[-0.00255795 -0.7716748   0.07590365  1.3268028 ],0.1,0.0
[-0.01799145 -0.9676684   0.10243971  1.6422411 ],0.1,0.0
[-0.03734482 -1.1638302   0.13528453  1.9650056 ],0.1,0.0
[-0.06062142 -1.3600993   0.17458464  2.296372  ],0.1,0.0
[-0.08782341 -1.5563476   0.22051208  2.6373372 ],0.0,0.0
[ 0.04647906  0.02177819 -0.00264196  0.04840188],0.1,0.0
[ 0.04691463 -0.17330578 -0.00167392  0.34025007],0.0,0.1
[0.04344851 0.02183995 0.00513108 0.04703976],0.1,0.0
[ 0.04388531 -0.17335519  0.00607188  0.34133717],0.0,0.1
[0.04041821 0.02167984 0.01289862 0.05057512],0.1,0.0
[ 0.04085181 -0.17362466  0.01391012  0.3472996 ],0.0,0.1
[0.03737931 0.0212967  0.02085612 0.05903529],0.1,0.0
[ 0.03780524 -0.17411798  0.02203682  0.3582248 ],0.1,0.0
[ 0.03432288 -0.36954618  0.02920132  0.6577742 ],0.1,0.0
[ 0.02693196 -0.56506217  0.0423568   0.9595071 ],0.1,0.0
[ 0.01563072 -0.7607271   0.06154694  1.2651905 ],0.1,0.0
[ 4.1617636e-04 -9.5657927e-01  8.6850755e-02  1.5764959e+00],0.0,0.1
[-0.01871541 -0.7625931   0.11838067  1.3121154 ],0.1,0.0
[-0.03396727 -0.95899814  0.14462298  1.6393838 ],0.1,0.0
[-0.05314723 -1.1554888   0.17741066  1.9734141 ],0.0,0.1
[-0.07625701 -0.96262723  0.21687894  1.7405478 ],0.0,0.0
[-0.01415758  0.02761016  0.04683484 -0.04492154],0.1,0.0
[-0.01360538 -0.16815099  0.04593641  0.26216263],0.0,0.1
[-0.0169684   0.02628616  0.05117967 -0.0156849 ],0.0,0.1
[-0.01644268  0.2206382   0.05086597 -0.291791  ],0.1,0.0
[-0.01202991  0.02482928  0.04503015  0.01649067],0.1,0.0
[-0.01153333 -0.17090857  0.04535996  0.3230342 ],0.1,0.0
[-0.0149515  -0.36664608  0.05182064  0.6296697 ],0.0,0.1
[-0.02228442 -0.17228411  0.06441404  0.3537466 ],0.0,0.1
[-0.0257301   0.0218656   0.07148897  0.08205061],0.0,0.1
[-0.02529279  0.21589382  0.07312998 -0.18724845],0.0,0.1
[-0.02097491  0.40989742  0.06938501 -0.45599502],0.0,0.1
[-0.01277697  0.60397327  0.06026511 -0.7260255 ],0.1,0.0
[-0.0006975  0.4080721  0.0457446 -0.415    ],0.1,0.0
[ 0.00746394  0.21233267  0.0374446  -0.10825374],0.0,0.1
[ 0.0117106   0.4068986   0.03527953 -0.3888919 ],0.0,0.1
[ 0.01984857  0.6015025   0.02750169 -0.67024606],0.1,0.0
[ 0.03187862  0.4060092   0.01409677 -0.36903253],0.0,0.1
[ 0.0399988   0.600928    0.00671612 -0.65723747],0.0,0.1
[ 0.05201736  0.79595584 -0.00642863 -0.9477981 ],0.1,0.0
[ 0.06793648  0.60092103 -0.02538459 -0.6571419 ],0.1,0.0
[ 0.0799549   0.4061615  -0.03852743 -0.37255895],0.1,0.0
[ 0.08807813  0.21160744 -0.04597861 -0.09226869],0.0,0.1
[ 0.09231028  0.40735722 -0.04782398 -0.399096  ],0.0,0.1
[ 0.10045742  0.60312384 -0.0558059  -0.70646507],0.0,0.1
[ 0.1125199  0.7989727 -0.0699352 -1.0161794],0.1,0.0
[ 0.12849936  0.6048494  -0.09025879 -0.74625057],0.0,0.1
[ 0.14059635  0.80109316 -0.1051838  -1.065918  ],0.0,0.1
[ 0.15661821  0.9974378  -0.12650217 -1.3896742 ],0.1,0.0
[ 0.17656696  0.80409825 -0.15429565 -1.1390748 ],0.1,0.0
[ 0.19264893  0.61129284 -0.17707714 -0.8984856 ],0.0,0.1
[ 0.20487478  0.80831546 -0.19504686 -1.2411873 ],0.1,0.0
[ 0.2210411   0.61615723 -0.21987061 -1.0153962 ],0.0,0.0
[ 0.00572871 -0.04356201 -0.03302223 -0.01153973],0.0,0.1
[ 0.00485747  0.15201758 -0.03325303 -0.31445596],0.1,0.0
[ 0.00789782 -0.04261529 -0.03954214 -0.03244263],0.1,0.0
[ 0.00704552 -0.23714854 -0.04019099  0.24750678],0.0,0.1
[ 0.00230254 -0.04147633 -0.03524086 -0.05757749],0.0,0.1
[ 0.00147302  0.15413272 -0.03639241 -0.36116755],0.0,0.1
[ 0.00455567  0.34975255 -0.04361576 -0.66510004],0.0,0.1
[ 0.01155072  0.5454532  -0.05691776 -0.97119075],0.1,0.0
[ 0.02245979  0.35113943 -0.07634158 -0.69691694],0.0,0.1
[ 0.02948258  0.5472324  -0.09027991 -1.0126222 ],0.1,0.0
[ 0.04042722  0.35342324 -0.11053236 -0.7495987 ],0.1,0.0
[ 0.04749569  0.15998535 -0.12552434 -0.49364296],0.1,0.0
[ 0.0506954  -0.03316351 -0.1353972  -0.24300648],0.0,0.1
[ 0.05003212  0.16360648 -0.14025733 -0.5751454 ],0.1,0.0
[ 0.05330426 -0.02929951 -0.15176024 -0.3297285 ],0.0,0.1
[ 0.05271826  0.1676203  -0.1583548  -0.6661597 ],0.0,0.1
[ 0.05607067  0.36454892 -0.17167799 -1.0042187 ],0.1,0.0
[ 0.06336165  0.17208391 -0.19176237 -0.7699909 ],0.0,0.1
[ 0.06680333  0.3692548  -0.20716219 -1.1163592 ],0.1,0.0
[ 0.07418843  0.1773635  -0.22948937 -0.8951476 ],0.0,0.0
[ 0.02546943 -0.01708083  0.02185426 -0.02427119],0.1,0.0
[ 0.02512782 -0.21250926  0.02136883  0.2752261 ],0.0,0.1
[ 0.02087763 -0.01769861  0.02687335 -0.01064121],0.0,0.1
[ 0.02052366  0.17702784  0.02666053 -0.2947256 ],0.1,0.0
[ 0.02406421 -0.01846386  0.02076602  0.006245  ],0.1,0.0
[ 0.02369494 -0.21387738  0.02089092  0.30540684],0.1,0.0
[ 0.01941739 -0.4092907   0.02699905  0.60460436],0.0,0.1
[ 0.01123158 -0.21455653  0.03909114  0.3205463 ],0.1,0.0
[ 0.00694044 -0.41021276  0.04550207  0.6252963 ],0.0,0.1
[-0.00126381 -0.21575455  0.05800799  0.3472839 ],0.1,0.0
[-0.0055789  -0.41165155  0.06495367  0.65768   ],0.1,0.0
[-0.01381193 -0.60761464  0.07810727  0.97008765],0.1,0.0
[-0.02596422 -0.8036932   0.09750903  1.286249  ],0.1,0.0
[-0.04203809 -0.9999115   0.123234    1.6078006 ],0.1,0.0
[-0.06203632 -1.1962559   0.15539001  1.9362228 ],0.1,0.0
[-0.08596144 -1.3926604   0.19411448  2.272781  ],0.0,0.1
[-0.11381464 -1.1998059   0.2395701   2.045644  ],0.0,0.0
[ 0.04530674  0.00978618 -0.04685121 -0.03006193],0.1,0.0
[ 0.04550246 -0.18463369 -0.04745245  0.24747863],0.1,0.0
[ 0.04180979 -0.37904695 -0.04250288  0.5248245 ],0.0,0.1
[ 0.03422885 -0.18335344 -0.03200639  0.21905723],0.1,0.0
[ 0.03056178 -0.3780036  -0.02762524  0.5014747 ],0.0,0.1
[ 0.02300171 -0.18250336 -0.01759575  0.2002154 ],0.1,0.0
[ 0.01935164 -0.37736928 -0.01359144  0.48729616],0.1,0.0
[ 0.01180426 -0.57229686 -0.00384552  0.77566475],0.0,0.1
[ 3.5831923e-04 -3.7712222e-01  1.1667775e-02  4.8177439e-01],0.0,0.1
[-0.00718413 -0.18216689  0.02130326  0.19279154],0.0,0.1
[-0.01082746  0.01264394  0.02515909 -0.09309572],0.1,0.0
[-0.01057458 -0.18282941  0.02329718  0.2074175 ],0.0,0.1
[-0.01423117  0.01195179  0.02744553 -0.07782625],0.1,0.0
[-0.01399214 -0.18355264  0.025889    0.22338791],0.0,0.1
[-0.01766319  0.0111899   0.03035676 -0.06101749],0.1,0.0
[-0.01743939 -0.18435384  0.02913641  0.24108651],0.1,0.0
[-0.02112647 -0.37987962  0.03395814  0.54281557],0.1,0.0
[-0.02872406 -0.575462    0.04481445  0.84600174],0.1,0.0
[-0.0402333  -0.7711657   0.06173449  1.1524338 ],0.0,0.1
[-0.05565662 -0.5769011   0.08478316  0.8797302 ],0.0,0.1
[-0.06719463 -0.383027    0.10237776  0.61486006],0.0,0.1
[-0.07485518 -0.18947329  0.11467497  0.3560962 ],0.1,0.0
[-0.07864464 -0.386023    0.12179689  0.682625  ],0.1,0.0
[-0.0863651 -0.5826069  0.1354494  1.0110362],0.1,0.0
[-0.09801724 -0.7792507   0.15567012  1.3430007 ],0.0,0.1
[-0.11360225 -0.5863918   0.18253013  1.1027929 ],0.1,0.0
[-0.12533009 -0.7833834   0.20458598  1.4467379 ],0.1,0.0
[-0.14099775 -0.9803485   0.23352075  1.7957536 ],0.0,0.0
[-0.00823158 -0.02378856  0.0100391   0.00945326],0.0,0.1
[-0.00870736  0.17118798  0.01022817 -0.2800454 ],0.0,0.1
[-0.0052836   0.36616254  0.00462726 -0.5694849 ],0.1,0.0
[ 0.00203966  0.17097601 -0.00676244 -0.2753478 ],0.1,0.0
[ 0.00545918 -0.02404881 -0.01226939  0.01519459],0.0,0.1
[ 0.0049782   0.17124693 -0.0119655  -0.2813341 ],0.1,0.0
[ 0.00840314 -0.02370232 -0.01759218  0.00755107],0.1,0.0
[ 0.00792909 -0.21856761 -0.01744116  0.29463196],0.1,0.0
[ 0.00355774 -0.41343662 -0.01154852  0.58176357],0.1,0.0
[-4.7109933e-03 -6.0839486e-01  8.6746928e-05  8.7078625e-01],0.1,0.0
[-0.01687889 -0.803518    0.01750247  1.1634965 ],0.0,0.1
[-0.03294925 -0.6086283   0.0407724   0.8763521 ],0.0,0.1
[-0.04512182 -0.4140835   0.05829944  0.5967612 ],0.0,0.1
[-0.05340349 -0.21982378  0.07023467  0.32299703],0.1,0.0
[-0.05779996 -0.41587192  0.07669461  0.6369762 ],0.0,0.1
[-0.0661174  -0.22189856  0.08943413  0.3693976 ],0.1,0.0
[-0.07055537 -0.41816983  0.09682208  0.6888865 ],0.0,0.1
[-0.07891877 -0.22451545  0.11059982  0.42818668],0.0,0.1
[-0.08340908 -0.03111942  0.11916355  0.17231517],0.1,0.0
[-0.08403146 -0.22772746  0.12260985  0.5000871 ],0.0,0.1
[-0.08858602 -0.03452795  0.13261159  0.24842043],0.1,0.0
[-0.08927657 -0.2312699   0.13758     0.57981586],0.1,0.0
[-0.09390197 -0.42802435  0.14917631  0.9124799 ],0.1,0.0
[-0.10246246 -0.62481534  0.16742592  1.2480832 ],0.0,0.1
[-0.11495876 -0.43218806  0.19238758  1.0121762 ],0.1,0.0
[-0.12360252 -0.6292832   0.2126311   1.3585781 ],0.0,0.0
[ 0.02905899  0.04562997 -0.03731234 -0.01718084],0.0,0.1
[ 0.02997159  0.24126661 -0.03765595 -0.32139882],0.0,0.1
[ 0.03479692  0.436904   -0.04408393 -0.62571514],0.1,0.0
[ 0.043535    0.24242428 -0.05659823 -0.3472354 ],0.1,0.0
[ 0.04838349  0.04815112 -0.06354294 -0.07292331],0.1,0.0
[ 0.04934651 -0.14600502 -0.06500141  0.19905409],0.1,0.0
[ 0.04642641 -0.34013996 -0.06102033  0.47054458],0.0,0.1
[ 0.03962361 -0.14421155 -0.05160943  0.15927008],0.0,0.1
[ 0.03673938  0.05160984 -0.04842403 -0.14923733],0.1,0.0
[ 0.03777157 -0.14278644 -0.05140878  0.12778418],0.0,0.1
[ 0.03491584  0.05303283 -0.0488531  -0.18066421],0.0,0.1
[ 0.0359765   0.24881858 -0.05246638 -0.48834953],0.1,0.0
[ 0.04095287  0.05447459 -0.06223337 -0.21265274],0.1,0.0
[ 0.04204236 -0.13970493 -0.06648643  0.05976788],0.0,0.1
[ 0.03924827  0.05630419 -0.06529107 -0.25312883],0.1,0.0
[ 0.04037435 -0.13782766 -0.07035364  0.01826656],0.0,0.1
[ 0.0376178   0.05822903 -0.06998831 -0.2957579 ],0.0,0.1
[ 0.03878238  0.25427532 -0.07590347 -0.6096671 ],0.0,0.1
[ 0.04386788  0.45037165 -0.08809681 -0.92525893],0.1,0.0
[ 0.05287531  0.25654292 -0.10660199 -0.6615103 ],0.1,0.0
[ 0.05800617  0.06305309 -0.1198322  -0.4042048 ],0.1,0.0
[ 0.05926723 -0.13018368 -0.12791629 -0.15157466],0.0,0.1
[ 0.05666356  0.06651575 -0.13094778 -0.48171812],0.0,0.1
[ 0.05799388  0.26321933 -0.14058214 -0.81263614],0.1,0.0
